DTYPE,id,cost,dataEntryString,gpUnit,gpValue,name,rarity,roll,weight,weightUnits,addDamageType,addMultiple,additionalDie,averageDmgPerTurn10K,baseDie,baseMulti,info,mainDamageType,mainDie,mainMultiple,variance,weaponType,meleeWeapon,rangedWeapon
SimpleMeleeWeapon,1401,185,,2,185.0,Remarkable Acid Javelin,3,,2.0,lbs,0,3,1,13.9855,2,1,Thrown (range 30/120),7,3,2,1.77652091603468,0,4,
MartialRangeWeapon,1402,850,,2,850.0,Valuable Piercing Heavy Crossbow,2,,18.0,lbs,7,2,0,8.0196,1,1,"Ammunition (range 100/400), heavy, loading, two-handed",7,2,2,1.33338857582441,3,,2
MartialRangeWeapon,1403,75,,2,75.0,Regular One Handed Crossbow,1,,3.0,lbs,11,0,0,1.985,1,1,"Ammunition (range 30/120), light, loading",7,1,1,0.351878183399676,3,,1
SimpleRangeWeapon,1404,25,,1,0.249999994412065,Magic Infused Radiant Sling,3,,0.0,lbs,10,2,1,13.0048,1,1,Ammunition (range 30/120),1,2,3,2.24619291807781,1,,3
SimpleRangeWeapon,1405,185,,0,0.0184999995326507,Mastercrafted Psychic Dart,3,,0.25,lbs,9,3,0,8.9982,1,1,"Finesse, thrown (range 20/60)",7,2,2,1.72683848227895,1,,1
SimpleMeleeWeapon,1406,165,,2,165.0,GodKiller Psychic Mace,4,,4.0,lbs,9,2,2,18.0026,2,1,-,1,3,3,2.75643017917213,0,6,
MartialRangeWeapon,1407,330,,2,330.0,One of A Kind Lightning Blowgun,4,,1.0,lbs,5,2,0,7.9941,0,1,"Ammunition (range 25/100), loading",7,1,3,1.92401212513603,3,,0
SimpleRangeWeapon,1408,33,,1,0.329999992623925,Mythical Radiant Sling,4,,0.0,lbs,10,2,1,12.9569,1,1,Ammunition (range 30/120),1,2,3,2.39543816374241,1,,3
MartialMeleeWeapon,1409,15,,2,15.0,Junk Longsword,0,,3.0,lbs,4,0,0,3.0145,3,1,Versatile (1d10),11,2,1,0.00667686518740599,2,7,
SimpleRangeWeapon,1410,225,,2,225.0,Nice Thunder Shortbow,2,,2.0,lbs,12,1,1,4.9855,2,1,"Ammunition (range 80/320), two-handed",7,2,1,1.10281775090654,1,,2
SimpleRangeWeapon,1411,25,,1,0.249999994412065,Magic Infused Thunder Sling,3,,0.0,lbs,12,2,1,12.9896,1,1,Ammunition (range 30/120),1,2,3,1.88253230864298,1,,3
MartialRangeWeapon,1412,250,,2,250.0,Normal Necrotic Longbow,1,,2.0,lbs,6,1,0,2.9962,1,1,"Ammunition (range 150/600), heavy, two-handed",7,1,1,0.600936935799956,3,,3
MartialMeleeWeapon,1413,90,,2,90.0,The Bee Knees Psychic Battleaxe,2,,4.0,lbs,9,1,2,7.0098,3,1,Versatile (1d10),11,3,1,1.03534476966026,2,0,
SimpleRangeWeapon,1414,825,,2,825.0,Fabled Psychic Light Crossbow,4,,5.0,lbs,9,2,3,23.036,3,1,"Ammunition (range 80/320), loading, two-handed",7,4,3,2.75312865346195,1,,0
SimpleMeleeWeapon,1415,17,,2,17.0,Exceptional Piercing Sickle,2,,2.0,lbs,7,2,0,7.9957,1,1,Light,11,2,2,1.20642756378538,0,8,
MartialRangeWeapon,1416,1850,,2,1850.0,Magical Piercing Longbow,3,,2.0,lbs,7,3,0,9.0175,1,1,"Ammunition (range 150/600), heavy, two-handed",7,2,2,1.50179729966104,3,,3
MartialMeleeWeapon,1417,825,,2,825.0,One of A Kind Slashing Scimitar,4,,3.0,lbs,11,2,2,17.8666,2,1,"Finesse, light",11,3,3,2.50261222265757,2,12,
MartialMeleeWeapon,1418,825,,2,825.0,Famous Bludgeoning Scimitar,4,,3.0,lbs,1,2,2,18.0436,2,1,"Finesse, light",11,3,3,2.79480150121176,2,12,
SimpleMeleeWeapon,1419,33,,1,0.329999992623925,Famous Thunder Club,4,,2.0,lbs,12,2,1,13.0003,1,1,Light,1,2,3,2.80480452859091,0,0,
MartialMeleeWeapon,1420,10,,2,10.0,Functional Lance,1,,6.0,lbs,7,0,0,6.0416,5,1,"Reach, special",7,5,1,0.556494501280738,2,6,
MartialMeleeWeapon,1421,30,,2,30.0,Useful Greataxe,1,,7.0,lbs,9,0,0,5.9679,5,1,"Heavy, two-handed",11,5,1,0.541464950638846,2,3,
SimpleMeleeWeapon,1422,45,,2,45.0,The Bee Knees Psychic Handaxe,2,,2.0,lbs,9,1,1,5.0178,2,1,"Light, thrown (range 20/60)",11,2,1,0.863150370095251,0,3,
SimpleRangeWeapon,1423,25,,2,25.0,Common Light Crossbow,1,,5.0,lbs,3,0,0,3.9825,3,1,"Ammunition (range 80/320), loading, two-handed",7,3,1,0.413265579742434,1,,0
MartialMeleeWeapon,1424,495,,2,495.0,Legendary Poison Morningstar,4,,4.0,lbs,8,2,3,23.0239,3,1,-,7,4,3,2.82617508859847,2,9,
SimpleRangeWeapon,1425,925,,2,925.0,Fuck Yeah this is Rare Cold Light Crossbow,3,,5.0,lbs,2,3,2,19.0141,3,1,"Ammunition (range 80/320), loading, two-handed",7,4,2,1.74457697874428,1,,0
SimpleRangeWeapon,1426,9,,1,0.0899999979883432,Unusual Piercing Sling,2,,0.0,lbs,7,1,0,2.9757,1,1,Ammunition (range 30/120),1,1,1,1.16870366103679,1,,3
MartialMeleeWeapon,1427,5,,2,5.0,Scrap Pike,0,,18.0,lbs,8,0,0,3.9934,4,1,"Heavy, reach, two-handed",7,3,1,0.00627317319352008,2,10,
SimpleMeleeWeapon,1428,1,,2,1.0,Regular Sickle,1,,2.0,lbs,6,0,0,2.0029,1,1,Light,11,1,1,0.36672712848799,0,8,
SimpleRangeWeapon,1429,125,,0,0.0124999996842234,Rare Fire Dart,3,,0.25,lbs,3,2,1,12.9674,1,1,"Finesse, thrown (range 20/60)",7,2,3,1.88191590747402,1,,1
MartialMeleeWeapon,1430,45,,2,45.0,Unusual Poison War Pick,2,,2.0,lbs,8,1,2,7.0467,3,1,-,7,3,1,1.17153814544644,2,15,
SimpleRangeWeapon,1431,1,,1,0.00999999977648258,Dull Sling,1,,0.0,lbs,3,0,0,1.9974,1,1,Ammunition (range 30/120),1,1,1,0.413669801401681,1,,3
SimpleMeleeWeapon,1432,5,,2,5.0,Trash Mace,0,,4.0,lbs,11,0,0,1.9816,2,1,-,1,1,1,0.00592146938930485,0,6,
SimpleMeleeWeapon,1433,18,,1,0.179999995976686,Shiny Slashing Light Hammer,2,,2.0,lbs,11,1,0,2.9998,1,1,"Light, thrown (range 20/60)",1,1,1,0.964949960950039,0,5,
MartialRangeWeapon,1434,2475,,2,2475.0,Outstanding Thunder One Handed Crossbow,4,,3.0,lbs,12,2,1,12.9927,1,1,"Ammunition (range 30/120), light, loading",7,2,3,1.83537187055547,3,,1
SimpleMeleeWeapon,1435,165,,2,165.0,Venerable Bludgeoning Javelin,4,,2.0,lbs,1,2,2,17.9858,2,1,Thrown (range 30/120),7,3,3,2.89728493143614,0,4,
SimpleRangeWeapon,1436,85,,0,0.00849999978527194,Fine Fire Dart,2,,0.25,lbs,3,2,0,7.9774,1,1,"Finesse, thrown (range 20/60)",7,2,2,1.27939690850859,1,,1
MartialMeleeWeapon,1437,5,,2,5.0,Useful Trident,1,,4.0,lbs,7,0,0,2.9861,2,1,"Thrown (range 20/60), versatile (1d8)",7,2,1,0.353742961097191,2,14,
MartialMeleeWeapon,1438,990,,2,990.0,Famous Bludgeoning Greataxe,4,,7.0,lbs,1,2,5,42.1837,5,1,"Heavy, two-handed",11,6,3,1.85464466290554,2,3,
SimpleMeleeWeapon,1439,1,,2,1.0,Broken Sickle,0,,2.0,lbs,6,0,0,1.0,1,1,Light,11,0,1,0.00146086070063435,0,8,
SimpleRangeWeapon,1440,1,,1,0.00999999977648258,Unexceptional Sling,1,,0.0,lbs,10,0,0,2.0217,1,1,Ammunition (range 30/120),1,1,1,0.582010253072235,1,,3
MartialRangeWeapon,1441,1250,,2,1250.0,Mastercrafted Bludgeoning Heavy Crossbow,3,,18.0,lbs,1,2,1,13.0,1,1,"Ammunition (range 100/400), heavy, loading, two-handed",7,2,3,2.10523783516663,3,,2
MartialRangeWeapon,1442,1250,,2,1250.0,Well Crafted Psychic Longbow,3,,2.0,lbs,9,2,1,13.0242,1,1,"Ammunition (range 150/600), heavy, two-handed",7,2,3,2.18959993923246,3,,3
SimpleRangeWeapon,1443,1,,1,0.00999999977648258,Broken Sling,0,,0.0,lbs,12,0,0,1.0,1,1,Ammunition (range 30/120),1,0,1,0.00849605182815956,1,,3
MartialMeleeWeapon,1444,660,,2,660.0,Dominating Acid Glaive,4,,6.0,lbs,0,2,4,28.0236,4,1,"Heavy, reach, two-handed",11,5,3,1.9753811140076,2,2,
MartialMeleeWeapon,1445,90,,2,90.0,Valuable Psychic Maul,2,,10.0,lbs,9,1,1,7.9539,2,2,"Heavy, two-handed",1,2,2,1.1978113472906,2,8,
SimpleMeleeWeapon,1446,66,,1,0.65999998524785,Famous Cold Greatclub,4,,10.0,lbs,2,2,3,23.0007,3,1,Two-handed,1,4,3,2.01260341675017,0,2,
SimpleRangeWeapon,1447,25,,2,25.0,Regular Light Crossbow,1,,5.0,lbs,7,0,0,3.9986,3,1,"Ammunition (range 80/320), loading, two-handed",7,3,1,0.368600099958927,1,,0
SimpleMeleeWeapon,1448,34,,1,0.339999992400408,Sharp Piercing Quarterstaff,2,,4.0,lbs,7,2,1,11.9559,2,1,Versatile (1d8),1,3,2,1.22840257940687,0,7,
SimpleRangeWeapon,1449,5,,0,0.000499999987368938,Dingy Dart,0,,0.25,lbs,11,0,0,1.0,1,1,"Finesse, thrown (range 20/60)",7,0,1,0.00897942311116821,1,,1
MartialRangeWeapon,1450,1,,2,1.0,Common Net,1,,3.0,lbs,10,0,0,2.0039,1,1,"Special, thrown (range 5/15)",,1,1,0.592322393828673,3,,4
MartialMeleeWeapon,1451,20,,2,20.0,Worthless Glaive,0,,6.0,lbs,4,0,0,3.9781,4,1,"Heavy, reach, two-handed",11,3,1,0.00219009809115576,2,2,
MartialRangeWeapon,1452,75,,2,75.0,Broken One Handed Crossbow,0,,3.0,lbs,9,0,0,1.0,1,1,"Ammunition (range 30/120), light, loading",7,0,1,9.85090669204503e-05,3,,1
MartialRangeWeapon,1453,1250,,2,1250.0,Fuck Yeah this is Rare Slashing Longbow,3,,2.0,lbs,11,2,1,12.9324,1,1,"Ammunition (range 150/600), heavy, two-handed",7,2,3,1.99485237809032,3,,3
SimpleMeleeWeapon,1454,66,,2,66.0,Renowned Cold Dagger,4,,1.0,lbs,2,2,1,12.9958,1,1,"Finesse, light, thrown (range 20/60)",7,2,3,2.9078752528839,0,1,
MartialMeleeWeapon,1455,660,,2,660.0,Mythical Thunder Glaive,4,,6.0,lbs,12,2,4,28.0465,4,1,"Heavy, reach, two-handed",11,5,3,2.94585734234515,2,2,
SimpleMeleeWeapon,1456,125,,2,125.0,Resonating Psychic Handaxe,3,,2.0,lbs,9,2,1,12.0264,2,1,"Light, thrown (range 20/60)",11,3,2,1.33417857718592,0,3,
SimpleRangeWeapon,1457,925,,2,925.0,Magic Infused Bludgeoning Light Crossbow,3,,5.0,lbs,1,3,2,19.0165,3,1,"Ammunition (range 80/320), loading, two-handed",7,4,2,1.42176615993339,1,,0
SimpleMeleeWeapon,1458,165,,2,165.0,Glorious Acid Handaxe,4,,2.0,lbs,0,2,2,18.0199,2,1,"Light, thrown (range 20/60)",11,3,3,2.0958091091351,0,3,
SimpleMeleeWeapon,1459,74,,1,0.739999983459711,Mastercrafted Piercing Greatclub,3,,10.0,lbs,7,3,2,18.9713,3,1,Two-handed,1,4,2,1.63241698804417,0,2,
MartialMeleeWeapon,1460,330,,2,330.0,Dominating Radiant Flail,4,,2.0,lbs,10,2,3,23.022,3,1,-,1,4,3,2.82283149923583,2,1,
MartialMeleeWeapon,1461,5,,2,5.0,Dingy Trident,0,,4.0,lbs,5,0,0,1.9929,2,1,"Thrown (range 20/60), versatile (1d8)",7,1,1,0.00738064909435883,2,14,
SimpleRangeWeapon,1462,825,,2,825.0,Venerable Bludgeoning Shortbow,4,,2.0,lbs,1,2,2,17.9651,2,1,"Ammunition (range 80/320), two-handed",7,3,3,2.00886136773616,1,,2
SimpleRangeWeapon,1463,9,,1,0.0899999979883432,Fine Psychic Sling,2,,0.0,lbs,9,1,0,3.0059,1,1,Ammunition (range 30/120),1,1,1,1.07061829450613,1,,3
MartialRangeWeapon,1464,1,,2,1.0,Normal Net,1,,3.0,lbs,6,0,0,1.9993,1,1,"Special, thrown (range 5/15)",,1,1,0.486920850138377,3,,4
MartialRangeWeapon,1465,50,,2,50.0,Useful Heavy Crossbow,1,,18.0,lbs,11,0,0,2.0108,1,1,"Ammunition (range 100/400), heavy, loading, two-handed",7,1,1,0.44339355466236,3,,2
MartialRangeWeapon,1466,1650,,2,1650.0,Legendary Thunder Longbow,4,,2.0,lbs,12,2,1,13.0259,1,1,"Ammunition (range 150/600), heavy, two-handed",7,2,3,2.38576190013289,3,,3
SimpleRangeWeapon,1467,1,,1,0.00999999977648258,Rusty Sling,0,,0.0,lbs,9,0,0,1.0,1,1,Ammunition (range 30/120),1,0,1,0.00730969426073173,1,,3
SimpleMeleeWeapon,1468,2,,1,0.0199999995529652,Regular Quarterstaff,1,,4.0,lbs,10,0,0,3.0093,2,1,Versatile (1d8),1,2,1,0.531739241850615,0,7,
MartialRangeWeapon,1469,90,,2,90.0,Sharp Fire Blowgun,2,,1.0,lbs,3,1,0,2.0,0,1,"Ammunition (range 25/100), loading",7,0,1,1.16717573341166,3,,0
MartialRangeWeapon,1470,1650,,2,1650.0,Exalted Lightning Longbow,4,,2.0,lbs,5,2,1,13.0002,1,1,"Ammunition (range 150/600), heavy, two-handed",7,2,3,2.37400624464335,3,,3
MartialRangeWeapon,1471,1650,,2,1650.0,GodKiller Necrotic Longbow,4,,2.0,lbs,6,2,1,12.9366,1,1,"Ammunition (range 150/600), heavy, two-handed",7,2,3,1.97198635332593,3,,3
MartialMeleeWeapon,1472,66,,2,66.0,GodKiller Necrotic Whip,4,,3.0,lbs,6,2,1,12.9761,1,1,"Finesse, reach",11,2,3,2.48556346185579,2,17,
SimpleRangeWeapon,1473,1,,1,0.00999999977648258,Junk Sling,0,,0.0,lbs,10,0,0,1.0,1,1,Ammunition (range 30/120),1,0,1,0.00212928341618389,1,,3
SimpleMeleeWeapon,1474,125,,2,125.0,Well Crafted Necrotic Javelin,3,,2.0,lbs,6,2,2,18.0475,2,1,Thrown (range 30/120),7,3,3,2.13301937058672,0,4,
MartialMeleeWeapon,1475,225,,2,225.0,Sharp Bludgeoning Scimitar,2,,3.0,lbs,1,1,1,4.9841,2,1,"Finesse, light",11,2,1,1.11836185084432,2,12,
SimpleRangeWeapon,1476,125,,2,125.0,Common Acid Light Crossbow,1,,5.0,lbs,0,1,1,5.9828,3,1,"Ammunition (range 80/320), loading, two-handed",7,3,1,0.600816175199478,1,,0
SimpleMeleeWeapon,1477,185,,2,185.0,Unnaturally Sharp Force Javelin,3,,2.0,lbs,4,3,1,14.0292,2,1,Thrown (range 30/120),7,3,2,1.61277285473641,0,4,
SimpleMeleeWeapon,1478,37,,2,37.0,Remarkable Necrotic Sickle,3,,2.0,lbs,6,3,0,8.9893,1,1,Light,11,2,2,1.74063190158888,0,8,
MartialRangeWeapon,1479,50,,2,50.0,Regular Heavy Crossbow,1,,18.0,lbs,1,0,0,2.0032,1,1,"Ammunition (range 100/400), heavy, loading, two-handed",7,1,1,0.427297324623964,3,,2
MartialMeleeWeapon,1480,85,,2,85.0,Nice Piercing Trident,2,,4.0,lbs,7,2,1,12.0062,2,1,"Thrown (range 20/60), versatile (1d8)",7,3,2,1.27809044116788,2,14,
MartialRangeWeapon,1481,10,,2,10.0,Dingy Blowgun,0,,1.0,lbs,6,0,0,1.0,0,1,"Ammunition (range 25/100), loading",7,0,1,0.0019556379001059,3,,0
MartialMeleeWeapon,1482,250,,2,250.0,Well Crafted Poison Shortsword,3,,2.0,lbs,8,2,2,18.0524,2,1,"Finesse, light",7,3,3,2.19874993054581,2,13,
SimpleRangeWeapon,1483,25,,2,25.0,Regular Light Crossbow,1,,5.0,lbs,9,0,0,3.9951,3,1,"Ammunition (range 80/320), loading, two-handed",7,3,1,0.480351523550802,1,,0
SimpleMeleeWeapon,1484,1,,2,1.0,Trash Spear,0,,3.0,lbs,2,0,0,2.0103,2,1,"Thrown (range 20/60), versatile (1d8)",7,1,1,0.00788357875829522,0,9,
SimpleMeleeWeapon,1485,33,,1,0.329999992623925,Lionized Slashing Club,4,,2.0,lbs,11,2,1,13.013,1,1,Light,1,2,3,2.20322695378338,0,0,
SimpleRangeWeapon,1486,185,,0,0.0184999995326507,Unnaturally Sharp Bludgeoning Dart,3,,0.25,lbs,1,3,0,9.0103,1,1,"Finesse, thrown (range 20/60)",7,2,2,1.65359750109596,1,,1
MartialMeleeWeapon,1487,20,,2,20.0,Scrap Halberd,0,,6.0,lbs,3,0,0,3.9933,4,1,"Heavy, reach, two-handed",11,3,1,0.00291014853941776,2,5,
SimpleMeleeWeapon,1488,85,,2,85.0,Shiny Cold Handaxe,2,,2.0,lbs,2,2,1,12.0061,2,1,"Light, thrown (range 20/60)",11,3,2,1.31938918472721,0,3,
MartialMeleeWeapon,1489,5,,2,5.0,Normal War Pick,1,,2.0,lbs,0,0,0,4.0197,3,1,-,7,3,1,0.545378382101869,2,15,
MartialRangeWeapon,1490,10,,2,10.0,Rusty Blowgun,0,,1.0,lbs,11,0,0,1.0,0,1,"Ammunition (range 25/100), loading",7,0,1,0.00522902175510285,3,,0
SimpleRangeWeapon,1491,225,,2,225.0,Unusual Psychic Shortbow,2,,2.0,lbs,9,1,1,4.967,2,1,"Ammunition (range 80/320), two-handed",7,2,1,1.08333026795124,1,,2
SimpleMeleeWeapon,1492,18,,1,0.179999995976686,Unusual Bludgeoning Light Hammer,2,,2.0,lbs,1,1,0,3.0102,1,1,"Light, thrown (range 20/60)",1,1,1,0.792355626168258,0,5,
MartialMeleeWeapon,1493,450,,2,450.0,Nice Poison Greatsword,2,,6.0,lbs,8,1,1,8.0348,2,2,"Heavy, two-handed",11,2,2,1.1713692904616,2,4,
MartialMeleeWeapon,1494,495,,2,495.0,Renowned Force Warhammer,4,,2.0,lbs,4,2,3,22.9667,3,1,Versatile (1d10),1,4,3,2.15410152384286,2,16,
MartialRangeWeapon,1495,9,,2,9.0,Fine Piercing Net,2,,3.0,lbs,7,1,0,2.9957,1,1,"Special, thrown (range 5/15)",,1,1,1.10763738925497,3,,4
MartialRangeWeapon,1496,33,,2,33.0,Lionized Lightning Net,4,,3.0,lbs,5,2,1,12.9822,1,1,"Special, thrown (range 5/15)",,2,3,1.84843500116237,3,,4
SimpleRangeWeapon,1497,5,,1,0.0499999988824129,Functional Slashing Sling,1,,0.0,lbs,11,1,0,3.01,1,1,Ammunition (range 30/120),1,1,1,0.609536792262639,1,,3
MartialMeleeWeapon,1498,555,,2,555.0,Unnaturally Sharp Force Warhammer,3,,2.0,lbs,4,3,2,18.9332,3,1,Versatile (1d10),1,4,2,1.77525459088126,2,16,
SimpleMeleeWeapon,1499,18,,2,18.0,Unusual Radiant Dagger,2,,1.0,lbs,10,1,0,2.9916,1,1,"Finesse, light, thrown (range 20/60)",7,1,1,0.994285864207117,0,1,
MartialMeleeWeapon,1500,5,,2,5.0,Worthless Pike,0,,18.0,lbs,7,0,0,3.9953,4,1,"Heavy, reach, two-handed",7,3,1,0.00176475835044515,2,10,
MartialRangeWeapon,1501,2775,,2,2775.0,Remarkable Acid One Handed Crossbow,3,,3.0,lbs,0,3,0,8.9753,1,1,"Ammunition (range 30/120), light, loading",7,2,2,1.71732154919022,3,,1
SimpleRangeWeapon,1502,25,,2,25.0,Worthless Light Crossbow,0,,5.0,lbs,4,0,0,3.0018,3,1,"Ammunition (range 80/320), loading, two-handed",7,2,1,0.000268283806690506,1,,0
MartialRangeWeapon,1503,9,,2,9.0,Pointy Acid Net,2,,3.0,lbs,0,1,0,2.9956,1,1,"Special, thrown (range 5/15)",,1,1,1.17882261061487,3,,4
SimpleMeleeWeapon,1504,2,,1,0.0199999995529652,Useful Greatclub,1,,10.0,lbs,7,0,0,4.0241,3,1,Two-handed,1,3,1,0.365741773997069,0,2,
SimpleRangeWeapon,1505,165,,0,0.0164999995831749,One of A Kind Necrotic Dart,4,,0.25,lbs,6,2,1,13.0066,1,1,"Finesse, thrown (range 20/60)",7,2,3,2.87801405314963,1,,1
SimpleMeleeWeapon,1506,33,,2,33.0,Venerable Slashing Spear,4,,3.0,lbs,11,2,2,17.9687,2,1,"Thrown (range 20/60), versatile (1d8)",7,3,3,2.52558935892211,0,9,
MartialRangeWeapon,1507,17,,2,17.0,Valuable Slashing Net,2,,3.0,lbs,11,2,0,7.9774,1,1,"Special, thrown (range 5/15)",,2,2,1.35411941124596,3,,4
SimpleRangeWeapon,1508,25,,2,25.0,Unexceptional Shortbow,1,,2.0,lbs,7,0,0,3.0101,2,1,"Ammunition (range 80/320), two-handed",7,2,1,0.401729416325735,1,,2
SimpleMeleeWeapon,1509,18,,1,0.179999995976686,Uncommon Necrotic Quarterstaff,2,,4.0,lbs,6,1,1,5.0008,2,1,Versatile (1d8),1,2,1,0.882663983292085,0,7,
SimpleRangeWeapon,1510,25,,2,25.0,Normal Light Crossbow,1,,5.0,lbs,6,0,0,3.9994,3,1,"Ammunition (range 80/320), loading, two-handed",7,3,1,0.48448234097132,1,,0
MartialMeleeWeapon,1511,10,,2,10.0,Normal Shortsword,1,,2.0,lbs,2,0,0,2.9955,2,1,"Finesse, light",7,2,1,0.513288649259704,2,13,
MartialRangeWeapon,1512,1,,2,1.0,Dingy Net,0,,3.0,lbs,5,0,0,1.0,1,1,"Special, thrown (range 5/15)",,0,1,0.00763323457218442,3,,4
MartialMeleeWeapon,1513,20,,2,20.0,Regular Glaive,1,,6.0,lbs,3,0,0,4.994,4,1,"Heavy, reach, two-handed",11,4,1,0.454033663551493,2,2,
MartialRangeWeapon,1514,250,,2,250.0,Magic Infused Lightning Blowgun,3,,1.0,lbs,5,2,0,7.9821,0,1,"Ammunition (range 25/100), loading",7,1,3,2.12483810406817,3,,0
MartialMeleeWeapon,1515,165,,2,165.0,Lionized Fire Pike,4,,18.0,lbs,3,2,4,28.0045,4,1,"Heavy, reach, two-handed",7,5,3,2.87872824648623,2,10,
MartialMeleeWeapon,1516,5,,2,5.0,Worthless Trident,0,,4.0,lbs,9,0,0,2.019,2,1,"Thrown (range 20/60), versatile (1d8)",7,1,1,0.000763265251913866,2,14,
SimpleMeleeWeapon,1517,74,,2,74.0,Unnaturally Sharp Slashing Dagger,3,,1.0,lbs,11,3,0,9.0161,1,1,"Finesse, light, thrown (range 20/60)",7,2,2,1.59284166567875,0,1,
SimpleRangeWeapon,1518,25,,2,25.0,Rusty Light Crossbow,0,,5.0,lbs,5,0,0,3.0069,3,1,"Ammunition (range 80/320), loading, two-handed",7,2,1,0.00892797310708858,1,,0
MartialRangeWeapon,1519,33,,2,33.0,Heroic Slashing Net,4,,3.0,lbs,11,2,1,12.9573,1,1,"Special, thrown (range 5/15)",,2,3,2.71398190849173,3,,4
MartialRangeWeapon,1520,9,,2,9.0,Unusual Lightning Net,2,,3.0,lbs,5,1,0,2.9962,1,1,"Special, thrown (range 5/15)",,1,1,0.931054786502985,3,,4
MartialMeleeWeapon,1521,5,,2,5.0,Scrap War Pick,0,,2.0,lbs,2,0,0,2.9898,3,1,-,7,2,1,0.00155366420905963,2,15,
SimpleRangeWeapon,1522,825,,2,825.0,One of A Kind Force Shortbow,4,,2.0,lbs,4,2,2,18.0429,2,1,"Ammunition (range 80/320), two-handed",7,3,3,2.19050551241459,1,,2
MartialRangeWeapon,1523,75,,2,75.0,Normal One Handed Crossbow,1,,3.0,lbs,2,0,0,1.9952,1,1,"Ammunition (range 30/120), light, loading",7,1,1,0.414955385424443,3,,1
SimpleMeleeWeapon,1524,5,,2,5.0,Dingy Handaxe,0,,2.0,lbs,4,0,0,1.9992,2,1,"Light, thrown (range 20/60)",11,1,1,0.00856393699162736,0,3,
MartialRangeWeapon,1525,450,,2,450.0,Uncommon Lightning Longbow,2,,2.0,lbs,5,1,0,3.0024,1,1,"Ammunition (range 150/600), heavy, two-handed",7,1,1,1.03985996448625,3,,3
SimpleMeleeWeapon,1526,18,,1,0.179999995976686,Uncommon Piercing Greatclub,2,,10.0,lbs,7,1,2,7.0071,3,1,Two-handed,1,3,1,0.845253123454603,0,2,
SimpleRangeWeapon,1527,5,,0,0.000499999987368938,Useful Dart,1,,0.25,lbs,8,0,0,2.0132,1,1,"Finesse, thrown (range 20/60)",7,1,1,0.458580448206026,1,,1
SimpleRangeWeapon,1528,625,,2,625.0,Resonating Necrotic Light Crossbow,3,,5.0,lbs,6,2,2,16.025,3,1,"Ammunition (range 80/320), loading, two-handed",7,4,2,1.36069575350513,1,,0
MartialRangeWeapon,1529,50,,2,50.0,Normal Heavy Crossbow,1,,18.0,lbs,3,0,0,1.9917,1,1,"Ammunition (range 100/400), heavy, loading, two-handed",7,1,1,0.46722412735647,3,,2
SimpleMeleeWeapon,1530,2,,2,2.0,Useful Dagger,1,,1.0,lbs,8,0,0,2.0025,1,1,"Finesse, light, thrown (range 20/60)",7,1,1,0.50046786630784,0,1,
MartialMeleeWeapon,1531,85,,2,85.0,Sharp Force Pike,2,,18.0,lbs,4,2,3,20.0171,4,1,"Heavy, reach, two-handed",7,5,2,1.25189746212337,2,10,
SimpleMeleeWeapon,1532,2,,2,2.0,Destroyed Dagger,0,,1.0,lbs,3,0,0,1.0,1,1,"Finesse, light, thrown (range 20/60)",7,0,1,0.00239818472985119,0,1,
MartialMeleeWeapon,1533,740,,2,740.0,Well Crafted Lightning Glaive,3,,6.0,lbs,5,3,3,24.0846,4,1,"Heavy, reach, two-handed",11,5,2,1.75049198568345,2,2,
SimpleMeleeWeapon,1534,2,,1,0.0199999995529652,Trash Greatclub,0,,10.0,lbs,10,0,0,3.0154,3,1,Two-handed,1,2,1,0.00432247657757955,0,2,
SimpleRangeWeapon,1535,5,,0,0.000499999987368938,Junk Dart,0,,0.25,lbs,3,0,0,1.0,1,1,"Finesse, thrown (range 20/60)",7,0,1,0.00915353255032544,1,,1
SimpleMeleeWeapon,1536,25,,2,25.0,Well Crafted Necrotic Sickle,3,,2.0,lbs,6,2,1,13.0354,1,1,Light,11,2,3,2.19565567852073,0,8,
MartialMeleeWeapon,1537,660,,2,660.0,Dominating Bludgeoning Glaive,4,,6.0,lbs,1,2,4,28.012,4,1,"Heavy, reach, two-handed",11,5,3,2.22445135649936,2,2,
MartialRangeWeapon,1538,33,,2,33.0,GodKiller Psychic Net,4,,3.0,lbs,9,2,1,13.0331,1,1,"Special, thrown (range 5/15)",,2,3,2.62359376287427,3,,4
SimpleMeleeWeapon,1539,2,,2,2.0,Unexceptional Dagger,1,,1.0,lbs,1,0,0,2.0009,1,1,"Finesse, light, thrown (range 20/60)",7,1,1,0.364285495613561,0,1,
SimpleMeleeWeapon,1540,74,,1,0.739999983459711,Unyeilding Radiant Light Hammer,3,,2.0,lbs,10,3,0,9.0302,1,1,"Light, thrown (range 20/60)",1,2,2,1.49209161035466,0,5,
MartialMeleeWeapon,1541,625,,2,625.0,Resonating Thunder Scimitar,3,,3.0,lbs,12,2,2,17.9789,2,1,"Finesse, light",11,3,3,2.01582547977209,2,12,
MartialRangeWeapon,1542,2475,,2,2475.0,Mythical Bludgeoning One Handed Crossbow,4,,3.0,lbs,1,2,1,13.0282,1,1,"Ammunition (range 30/120), light, loading",7,2,3,2.35629560587199,3,,1
